URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
132258,"383","Leeds","1108","Tinshill Learning Centre","14","Pupil referral unit","4","Local authority maintained schools","2","Closed","00","Not applicable","01-09-1997","02","Closure","31-01-2008","0","Not applicable",14,16,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10017260,"","Not applicable","","0","Not applicable","30-11-2019","Woodnook Drive","Tinshill","","Leeds","West Yorkshire","LS16 6NE","","","Mrs","Joan","McPhail","Headteacher","Not applicable","","","","Does not provide places for Teen Mothers","","Does not have child care facilities","PRU Does have Provision for SEN","PRU Does not have EBD provision",120,"PRU offers full time provision","PRU does offer tuition by another provider","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011413","Weetwood","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",425058,439165,"Leeds 017","Leeds 017F","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002346","E01032502","",""
132259,"383","Leeds","1109","The KS3 Pupil Referral Unit  Burley Park Centre","14","Pupil referral unit","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2010","02","Closure","01-05-2016","0","Not applicable",11,14,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",40,"0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10016507,"","Not applicable","","0","Not applicable","30-11-2019","Cardigan Lane","Burley","","Leeds","West Yorkshire","LS4 2LE","","","Mr","Arnet","Donkin","Executive Headteacher","Not applicable","","","","Does not provide places for Teen Mothers","","Does not have child care facilities","Not applicable","PRU Does have EBD provision",56,"PRU offers full time provision","PRU does offer tuition by another provider","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011402","Kirkstall","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",427730,434889,"Leeds 056","Leeds 056C","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002385","E01011481","",""
132795,"383","Leeds","2512","Asquith Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","01-09-2002","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"0","Not applicable","20-01-2022","426","209","217","19.00","0","Not applicable","","","Not applicable","","Not under a federation","","",10073608,"","Not applicable","08-05-2019","0","Not applicable","11-05-2023","Horsfall Street","Morley","","Leeds","West Yorkshire","LS27 9QY","www.asquithprimary.org","01133075550","Mrs","Trudie","Southward","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011406","Morley North","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",425778,428852,"Leeds 095","Leeds 095E","","","","","","999","","","Good","Lancashire and West Yorkshire","","72580355","","0","Not applicable","0","Not applicable","","","E02002424","E01011532","81",""
132857,"383","Leeds","8152","Northern School of Contemporary Dance","27","Miscellaneous","9","Other types","2","Closed","00","Not applicable","","00","Not applicable","01-10-1994","0","Not applicable",16,99,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","","","","Not applicable","","0","Not applicable","30-11-2019","98 Chapeltown Road","","","Leeds","West Yorkshire","LS7 4BH","","","","","","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011390","Chapel Allerton","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",430828,435317,"Leeds 042","Leeds 042D","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002371","E01011360","",""
132968,"383","Leeds","9900","Linton House Adolescent Unit","27","Miscellaneous","9","Other types","2","Closed","00","Not applicable","","02","Closure","","0","Not applicable","","","1","No boarders","Not applicable","0","Not applicable","0","Not applicable","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","","","","Not applicable","","0","Not applicable","30-11-2019","High Royds Hospital","","","Ilkley","West Yorkshire","LS29 6AQ","","","Mr","G","Finn","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011395","Guiseley & Rawdon","E14000886","Pudsey","D1","(England/Wales) Rural town and fringe","E08000035",417521,442931,"Leeds 008","Leeds 008A","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002337","E01011266","",""
133057,"383","Leeds","0219","Shadwell Children's Centre","24","Secure units","9","Other types","2","Closed","00","Not applicable","","02","Closure","11-11-2004","0","Not applicable",5,16,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","","","","Not applicable","","0","Not applicable","30-11-2019","Shadwell Lane","","","Leeds","West Yorkshire","LS17 8AG","","","","","","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012842","Alwoodley","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",431694,439562,"Leeds 015","Leeds 015E","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002344","E01011568","",""
133058,"383","Leeds","0611","Adel Beck","24","Secure units","9","Other types","1","Open","00","Not applicable","","00","Not applicable","","0","Not applicable",10,17,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10017503,"","Not applicable","","0","Not applicable","30-09-2020","Care of: Leeds City Council","Civic Hall","Calverley Street","Leeds","","LS1 1UR","","0113261003","Mrs","Gillian","Laird","Head of Education","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011403","Little London & Woodhouse","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429833,434079,"Leeds 111","Leeds 111B","","","","","","999","","","","Lancashire and West Yorkshire","United Kingdom","10091809151","","0","Not applicable","0","Not applicable","","","E02006875","E01033010","",""
133067,"383","Leeds","2300","Westgate First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","16-03-2001","3","Middle deemed primary",5,8,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","30-11-2019","Scarborough Road","Westgate","","Otley","West Yorkshire","LS21 3JS","","","","","","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011549","Otley & Yeadon","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",419566,445210,"Leeds 004","Leeds 004B","","","","","","999","","","","Lancashire and West Yorkshire","","72545211","","0","Not applicable","0","Not applicable","","","E02002333","E01011571","",""
133103,"383","Leeds","1106","Sweet Street Centre","14","Pupil referral unit","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","01-06-1997","0","Not applicable",5,16,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","","","","Not applicable","","0","Not applicable","30-11-2019","38 Sweet Street","","","Leeds","West Yorkshire","LS11 9DB","","","","","","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012647","Beeston & Holbeck","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429632,432588,"Leeds 082","Leeds 082F","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002411","E01033032","",""
133230,"383","Leeds","9901","Brownberrie Education Trust","27","Miscellaneous","9","Other types","2","Closed","00","Not applicable","","02","Closure","29-08-2003","0","Not applicable",5,18,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","","","","Not applicable","","0","Not applicable","30-11-2019","173-179 New Road Side","Horsforth","","Leeds","West Yorkshire","LS18 4DR","","","Mr","M J","Harding","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011547","Horsforth","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",423335,437443,"Leeds 027","Leeds 027B","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002356","E01011454","",""
133555,"383","Leeds","2513","Otley All Saints CofE Primary School","03","Voluntary controlled school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2002","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","02","Church of England","Does not apply","CE43","Diocese of Leeds (ce)","0","Not applicable",254,"0","Not applicable","20-01-2022","250","125","125","7.60","0","Not applicable","","","Not applicable","","Not under a federation","","",10079196,"","Not applicable","16-01-2018","0","Not applicable","06-06-2023","Lisker Drive","","","Otley","West Yorkshire","LS21 1DF","www.otleyallsaints.co.uk","01943464703","Mr","Ian","Thomson-Smith","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011549","Otley & Yeadon","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",421016,445171,"Leeds 004","Leeds 004C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72567372","","0","Not applicable","0","Not applicable","","","E02002333","E01011572","17",""
133837,"383","Leeds","","Leeds Beckett University","29","Higher education institutions","2","Universities","1","Open","00","Not applicable","","00","Not applicable","","0","Not applicable","","","1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10003861,64,"Not applicable","18-11-2022","0","Not applicable","24-03-2023","City Campus","Calverley Street","","Leeds","West Yorkshire","LS6 3QS","https://www.leedsbeckett.ac.uk","01138120000","Professor","Peter","Slee","Vice-Chancellor","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011413","Weetwood","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",426732,436715,"Leeds 109","Leeds 109A","","","","","","999","","","Good","Lancashire and West Yorkshire","","72674751","","0","Not applicable","0","Not applicable","","","E02006852","E01011685","",""
133838,"383","Leeds","","Leeds Trinity University","29","Higher education institutions","2","Universities","1","Open","00","Not applicable","","00","Not applicable","","0","Not applicable","","","1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10003863,40,"Not applicable","","0","Not applicable","05-02-2021","Brownberrie Lane","","Horsforth","Leeds","West Yorkshire","LS18 5HD","https://www.leedstrinity.ac.uk","01132837100","Professor","Margaret","House","Vice-Chancellor","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011547","Horsforth","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",423249,439204,"Leeds 021","Leeds 021A","","","","","","999","","","","Lancashire and West Yorkshire","","72529629","","0","Not applicable","0","Not applicable","","","E02002350","E01011455","",""
133839,"383","Leeds","","University of Leeds","29","Higher education institutions","2","Universities","1","Open","00","Not applicable","","00","Not applicable","","0","Not applicable","","","1","No boarders","Not applicable","0","Not applicable","3","Mixed","99","","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10007795,124,"Not applicable","24-06-2022","0","Not applicable","18-10-2022","The University","","","Leeds","West Yorkshire","LS2 9JT","https://www.leeds.ac.uk","01132431751","Sir","Alan","Langlands","Vice-Chancellor","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011403","Little London & Woodhouse","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429547,434780,"Leeds 063","Leeds 063E","","","","","","999","","","Good","Lancashire and West Yorkshire","","72554106","","0","Not applicable","0","Not applicable","","","E02002392","E01033006","",""
134158,"383","Leeds","1110","Oakwood Pupil Support Centre","14","Pupil referral unit","4","Local authority maintained schools","2","Closed","06","New Provision","01-01-2003","02","Closure","31-08-2016","0","Not applicable",5,11,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",24,"0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","","","","Not applicable","","0","Not applicable","30-11-2019","Oakwood Lane Centre","Opposite Fearnville Leisure Centre","Oakwood Lane","Leeds","West Yorkshire","LS8 3LF","","","Miss","Ali","Elvidge","Headteacher","Not applicable","","","","Does not provide places for Teen Mothers","","Does not have child care facilities","PRU Does not have Provision for SEN","PRU Does have EBD provision",18,"PRU offers full time provision","PRU does offer tuition by another provider","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011394","Gipton & Harehills","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",433773,435550,"Leeds 047","Leeds 047A","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002376","E01011423","",""
134317,"383","Leeds","2002","Rufford Park Primary School","05","Foundation school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2004","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",315,"0","Not applicable","20-01-2022","325","164","161","16.90","1","Supported by a trust","1962","Aireborough Learning Partnership","Not applicable","","Not under a federation","","",10071767,"","Not applicable","20-07-2022","0","Not applicable","16-05-2023","Rufford Avenue","","Yeadon","Leeds","West Yorkshire","LS19 7QR","www.ruffordparkprimary.org.uk","01133910906","Mr","David","Cooke","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011549","Otley & Yeadon","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",421055,440747,"Leeds 011","Leeds 011C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72540079","","0","Not applicable","0","Not applicable","","","E02002340","E01011276","55",""
134319,"383","Leeds","3916","Methley Primary School","01","Community school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2004","06","For Academy","31-03-2018","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",498,"0","Not applicable","18-01-2018","483","238","245","4.9","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","14-06-2017","0","Not applicable","30-11-2019","Savile Road","Methley","","Leeds","West Yorkshire","LS26 9HT","","","Miss","Joanne","Smithson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011401","Kippax & Methley","E14000689","Elmet and Rothwell","D1","(England/Wales) Rural town and fringe","E08000035",439968,427038,"Leeds 103","Leeds 103C","","","","","","999","","","Serious Weaknesses","Lancashire and West Yorkshire","","72676467","","0","Not applicable","0","Not applicable","","","E02002432","E01011393","21",""
134405,"383","Leeds","3917","Strawberry Fields Primary School","05","Foundation school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2004","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","06","None","Does not apply","0000","Not applicable","0","Not applicable",367,"0","Not applicable","20-01-2022","345","181","164","17.80","1","Supported by a trust","1173","The School Partnership Trust (SPT)","Not applicable","","Not under a federation","","",10079178,"","Not applicable","06-03-2019","0","Not applicable","02-05-2023","Lidgett Lane","Garforth","","Leeds","West Yorkshire","LS25 1LL","www.strawberryfields.leeds.sch.uk","01132320796","Mrs","Susan","Mumby","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05013830","Garforth & Swillington","E14000689","Elmet and Rothwell","C1","(England/Wales) Urban city and town","E08000035",440107,432694,"Leeds 087","Leeds 087D","","","","","","999","","","Good","Lancashire and West Yorkshire","","72651983","","0","Not applicable","0","Not applicable","","","E02002416","E01011402","58",""
134406,"383","Leeds","3918","Blackgates Primary School","01","Community school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2004","06","For Academy","31-08-2018","2","Primary",2,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",445,"0","Not applicable","18-01-2018","429","224","205","22.4","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","20-09-2017","0","Not applicable","30-11-2019","Smithy Lane","Tingley","","Wakefield","West Yorkshire","WF3 1QQ","","","Mrs","Julie","Coulson","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011384","Ardsley & Robin Hood","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",428721,425938,"Leeds 107","Leeds 107D","","","","","","999","","","Serious Weaknesses","Lancashire and West Yorkshire","","72363043","","0","Not applicable","0","Not applicable","","","E02002436","E01011552","85",""
134407,"383","Leeds","3921","Drighlington Primary School","01","Community school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2004","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",498,"0","Not applicable","20-01-2022","408","205","203","14.10","0","Not applicable","","","Not applicable","","Not under a federation","","",10071764,"","Not applicable","05-06-2019","0","Not applicable","27-03-2023","Moorland Road","Drighlington","","Bradford","West Yorkshire","BD11 1JY","www.drighlingtonprimary.co.uk","01132853000","Mrs","Helen","Addinall","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011406","Morley North","E14000826","Morley and Outwood","C1","(England/Wales) Urban city and town","E08000035",422423,428581,"Leeds 096","Leeds 096B","","","","","","999","","","Good","Lancashire and West Yorkshire","","72353515","","0","Not applicable","0","Not applicable","","","E02002425","E01011521","55",""
134408,"383","Leeds","3920","Pudsey Waterloo Primary","01","Community school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2004","10","Academy Converter","28-02-2018","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",499,"0","Not applicable","18-01-2018","469","234","235","10.9","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","22-11-2017","0","Not applicable","30-11-2019","Victoria Road","","","Pudsey","West Yorkshire","LS28 7SR","","","Mr","Jonathan","Parker","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011409","Pudsey","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",421374,433250,"Leeds 076","Leeds 076A","","","","","","999","","","Requires improvement","Lancashire and West Yorkshire","","72282645","","0","Not applicable","0","Not applicable","","","E02002405","E01011602","51",""
134432,"383","Leeds","6122","Focus School - Boston Spa Campus","11","Other independent school","3","Independent schools","2","Closed","06","New Provision","29-08-2003","01","Result of Amalgamation/Merger","03-11-2014","0","Not applicable",7,18,"1","No boarders","No Nursery Classes","1","Has a sixth form","3","Mixed","15","Christian","Christian","0000","Not applicable","0","Not applicable",120,"0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10017193,"","Not applicable","","0","Not applicable","30-11-2019","27 Church Street","","Boston Spa","Leeds","West Yorkshire","LS23 6DW","","","Mrs","Karen","Kitchener","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011414","Wetherby","E14000689","Elmet and Rothwell","D1","(England/Wales) Rural town and fringe","E08000035",442820,445438,"Leeds 005","Leeds 005D","SIS",0,8,"","Brownberrie Education Trust","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002334","E01011711","",""
134513,"383","Leeds","3922","Hollybush Primary","01","Community school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2004","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",511,"0","Not applicable","20-01-2022","430","210","220","49.40","0","Not applicable","","","Not applicable","","Not under a federation","","",10071763,"","Not applicable","29-09-2021","0","Not applicable","25-04-2023","Broad Lane","Bramley","","Leeds","West Yorkshire","LS13 2JJ","www.hollybushprimaryschool.org.uk/","01138873310","Mrs","Briony","Robertson","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011387","Bramley & Stanningley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",425332,435355,"Leeds 046","Leeds 046D","","","","","","999","","","Good","Lancashire and West Yorkshire","","72651230","","0","Not applicable","0","Not applicable","","","E02002375","E01011332","198",""
134514,"383","Leeds","4851","South Leeds High School","01","Community school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2004","06","For Academy","31-08-2009","4","Secondary",11,18,"1","No boarders","Not applicable","1","Has a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","4","Non-selective",1225,"1","Has Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","",10008842,"","Not applicable","","0","Not applicable","30-11-2019","Old Run Road","","","Leeds","West Yorkshire","LS10 2JU","","","Mr","Colin","Bell","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011404","Middleton Park","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",430578,430172,"Leeds 092","Leeds 092A","","","","","","999","","","","Lancashire and West Yorkshire","","72651487","","0","Not applicable","0","Not applicable","","","E02002421","E01011471","",""
